A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,tag
0.307328026,0.315904449,0.928813023,0.891519779,0.751327913,0.648834889,0.595103551,0.419134894,0.627914835,0.790182591,0.974899605,0.291350392,0.975354468,0.419773667,0.722674789,0.534965294,0.579841901,0.940120289,0.428947741,0.338428409,0.835914327,0.040819987,0.561173854,0.951489429,0.015923246,0.090347104,0.829622264,0.27461529,0.169029958,0.265766054,0.119288259,0.504550069,0.853245905,0.208995007,0.135907783,0.786764674,0.872386934,0.182056826,0.180046042,0.279447429,0.608646709,0
0.669038401,0.537684232,0.368555892,0.44797155,0.10224821,0.394697674,0.870145744,0.068141833,0.291539389,0.920908096,0.185523138,0.217461121,0.808300656,0.199104528,0.987000116,0.533556043,0.737331896,0.444772299,0.987854043,0.214090753,0.919393888,0.51748115,0.818435571,0.999861505,0.59046972,0.309410448,0.296259098,0.275163789,0.898966957,0.289750818,0.868948729,0.190623463,0.836547125,0.852173713,0.615226797,0.068979395,0.750706407,0.212804811,0.361701549,0.575195804,0.232962951,1
0.36685098,0.68103625,0.634597721,0.334764074,0.641662768,0.796026849,0.508749739,0.726298585,0.203314601,0.365098334,0.102347743,0.400207174,0.881217645,0.669899349,0.414142589,0.11598163,0.243610379,0.552659369,0.915466737,0.180896147,0.216325601,0.282592597,0.160304491,0.298420352,0.523682415,0.082343458,0.110521799,0.041261655,0.542983705,0.287413684,0.999021507,0.438361689,0.338888314,0.361875323,0.652272747,0.586793531,0.12512636,0.820695466,0.221889207,0.827393773,0.452724758,0
0.717288626,0.25386414,0.790389015,0.163966995,0.139309591,0.871149134,0.907560132,0.426605349,0.398088911,0.547197787,0.85583447,0.189481487,0.636150016,0.184498765,0.301381258,0.843308072,0.134301576,0.234421642,0.298748041,0.05110372,0.983509873,0.212677805,0.630153007,0.068274842,0.610587325,0.918923722,0.074381632,0.76791996,0.7200794,0.346607249,0.375611722,0.193287124,0.553198394,0.877609689,0.752777269,0.170922985,0.071473836,0.761426953,0.627378299,0.668654472,0.43352157,0
0.749919098,0.140822902,0.762801687,0.761143932,0.748748017,0.377787916,0.334964226,0.375043822,0.502082792,0.621716532,0.894735221,0.097291688,0.18037637,0.456349059,0.649514054,0.111257684,0.055593855,0.40336105,0.224655598,0.081578576,0.843760187,0.373357118,0.248142493,0.444925596,0.897104026,0.847341607,0.345603996,0.916923394,0.566766451,0.873404673,0.354162472,0.056161147,0.939481244,0.221089851,0.324234635,0.507880186,0.170888777,0.293848952,0.849922092,0.359229686,0.619744653,0
0.051503174,0.439830167,0.809662709,0.460351628,0.52199506,0.466801513,0.146731304,0.354621545,0.330228683,0.466791134,0.069452708,0.098097653,0.715724994,0.03677267,0.040407968,0.606346278,0.712499643,0.913386395,0.978683599,0.954804893,0.255455195,0.776572047,0.346082161,0.91798168,0.920100615,0.519086701,0.047912797,0.321759895,0.034570723,0.703656559,0.743492102,0.806999241,0.32558721,0.58631602,0.928980884,0.187840688,0.89858542,0.082420704,0.054757087,0.350679553,0.047766881,0
0.917456565,0.777937132,0.68801811,0.391632893,0.065700354,0.555747126,0.65055643,0.391566339,0.577522761,0.254589602,0.015830671,0.986555658,0.03289756,0.580905611,0.388287336,0.893054402,0.89792117,0.605372609,0.786111623,0.004302436,0.603865541,0.901878932,0.189665113,0.137839071,0.88605836,0.576645336,0.235134436,0.665074463,0.289594739,0.296338355,0.791889371,0.891724436,0.881235179,0.796207214,0.041544033,0.517757179,0.393950706,0.028490567,0.584774891,0.646739646,0.021314285,0
0.62022063,0.879162775,0.373399199,0.141369424,0.738924661,0.811570218,0.990888979,0.229037629,0.074935063,0.202621433,0.629811558,0.37925089,0.555854852,0.051400868,0.050622489,0.540642336,0.85630601,0.253554487,0.967326866,0.35809806,0.007838614,0.64717471,0.552866055,0.477392287,0.758474423,0.711017496,0.098696637,0.677993645,0.9933899,0.773091501,0.221294618,0.137461448,0.31570887,0.012623098,0.46130245,0.073376852,0.288607837,0.740078363,0.218067208,0.86038817,0.832412483,0
0.886604307,0.423323967,0.990826864,0.495787582,0.556065798,0.088086671,0.679537113,0.862401325,0.516594331,0.929735211,0.607082562,0.010347758,0.746227153,0.466443475,0.624773676,0.391342983,0.24688443,0.562786475,0.133079648,0.393974702,0.856876343,0.206937511,0.735960004,0.291905548,0.878958382,0.552043256,0.142190878,0.019698264,0.725665745,0.785740568,0.511430691,0.799475956,0.941856229,0.212600197,0.075044581,0.055758671,0.030242271,0.123100046,0.0252138,0.690215512,0.729678472,0
0.619040784,0.943536093,0.351817686,0.554287995,0.520600799,0.432556884,0.184864936,0.575520125,0.166932393,0.325589152,0.475161604,0.968915508,0.107457877,0.600794301,0.055449056,0.910942292,0.363327649,0.984392453,0.245311587,0.365213733,0.578513637,0.365075146,0.799157188,0.716316055,0.204184854,0.503800387,0.944431545,0.039695513,0.290322775,0.899960926,0.121977407,0.117866578,0.961609746,0.864897481,0.612903452,0.235500802,0.693762724,0.332549421,0.571451832,0.299123469,0.002711217,0
0.109376338,0.259515918,0.133844281,0.758556315,0.3082527,0.906267307,0.925452432,0.27193721,0.621206526,0.017582724,0.815521121,0.654458395,0.537328339,0.551653005,0.774111057,0.223802894,0.438717608,0.487300948,0.122214671,0.03151894,0.722815369,0.577273831,0.740828146,0.360864389,0.977089147,0.30618646,0.415509339,0.921648336,0.91937898,0.416075845,0.410266918,0.413961567,0.950173222,0.224509732,0.09016709,0.351313118,0.612102534,0.122163724,0.146896245,0.107872807,0.704382477,0
0.858177522,0.84946707,0.721786909,0.586469843,0.512754296,0.786064547,0.891738401,0.129011618,0.500765083,0.46573797,0.985023769,0.023581134,0.699986088,0.599558694,0.87480963,0.081853521,0.337186044,0.822444257,0.162607298,0.521363437,0.389128656,0.965080121,0.950888347,0.390792686,0.693003325,0.265221812,0.531304168,0.765287685,0.660013637,0.283229421,0.178455941,0.29577867,0.220485883,0.178893959,0.141366747,0.648098076,0.470657244,0.844894331,0.605160705,0.41181459,0.401359415,1
0.376181395,0.088947214,0.054063351,0.991439389,0.86602923,0.892570475,0.76559965,0.303906316,0.13233379,0.429321162,0.268915955,0.002139011,0.427891642,0.429494616,0.184699776,0.562027675,0.806047006,0.374227913,0.25009634,0.843770022,0.781801961,0.34223161,0.673985671,0.054161646,0.147772908,0.164258119,0.675577842,0.434148414,0.524309472,0.980548041,0.974300189,0.773894427,0.199902293,0.30643482,0.149163604,0.458635366,0.051869091,0.845254434,0.883023575,0.387494933,0.307111636,0
0.94806737,0.057159231,0.067167525,0.468561763,0.311197259,0.593268008,0.696866519,0.972895428,0.410608584,0.194935453,0.767794802,0.298873395,0.81517904,0.5504069,0.96018626,0.268092402,0.100210234,0.727806103,0.152071109,0.410267334,0.493794634,0.316552946,0.647347835,0.405124855,0.64478301,0.151872752,0.489752124,0.278654012,0.216800181,0.376120632,0.006613772,0.186999338,0.145013208,0.876693626,0.306493972,0.535504881,0.116826822,0.802256451,0.860797318,0.454356531,0.161868309,0
0.180424552,0.650653393,0.488141482,0.346075399,0.718534024,0.008148238,0.079922297,0.887198326,0.76709488,0.807100477,0.412181519,0.43755115,0.647468631,0.571989951,0.956812675,0.503248075,0.389907353,0.221769353,0.937170533,0.186623213,0.259776117,0.85313184,0.638913936,0.505234967,0.283011078,0.928910283,0.884180508,0.933453358,0.640292524,0.608288976,0.659158781,0.852824949,0.914434787,0.224863818,0.129044549,0.688895679,0.073329475,0.232154383,0.053846474,0.697425841,0.932787055,1
0.718080875,0.042558289,0.789343467,0.133711699,0.251605638,0.936917924,0.020452685,0.683719259,0.241287193,0.284640693,0.410437017,0.884928973,0.571534597,0.049077331,0.061054865,0.247741722,0.958532536,0.398743766,0.334560244,0.829422318,0.036029442,0.064169626,0.210324191,0.896004277,0.422101604,0.828190058,0.944387268,0.677360661,0.995232775,0.956339093,0.467191521,0.473306594,0.78501429,0.943352589,0.728415956,0.5791742,0.535340304,0.82870917,0.083346643,0.877683916,0.847103627,1
0.61720254,0.99216369,0.844985808,0.905028583,0.123049126,0.957305914,0.449545675,0.613895715,0.323618388,0.326343545,0.513786724,0.562865195,0.191511695,0.107835955,0.46450577,0.110901114,0.601728979,0.575385866,0.17047465,0.854872204,0.639452301,0.515130668,0.409713622,0.335588972,0.666782524,0.688341474,0.393138859,0.748776718,0.964909602,0.662919268,0.048133335,0.233250056,0.762585316,0.869072325,0.526428036,0.932859565,0.36329761,0.690539542,0.102076216,0.641032821,0.34385529,1
0.754115723,0.942150482,0.476003219,0.808385365,0.337058929,0.517448838,0.134986098,0.676119016,0.712396862,0.607161484,0.091386171,0.522136139,0.113777949,0.441691204,0.100768646,0.192650194,0.445597761,0.483952557,0.601090783,0.635747787,0.21596555,0.9881584,0.426723163,0.735010715,0.444365862,0.246386858,0.195485394,0.767095955,0.771233972,0.207839132,0.945135593,0.22822225,0.490387086,0.494021215,0.90425474,0.061098165,0.301383898,0.795555648,0.522159322,0.368654808,0.106974558,0
0.974923335,0.567626485,0.040165231,0.89257087,0.540336426,0.824629239,0.502294252,0.956194115,0.328479292,0.23967794,0.864075953,0.433214986,0.906945117,0.123064734,0.524159771,0.119454086,0.386422567,0.9026504,0.653000174,0.926131988,0.187639303,0.666083839,0.227350745,0.323753734,0.498457244,0.486522477,0.796716111,0.951325974,0.998121382,0.952507471,0.655068879,0.828259812,0.470695004,0.851996278,0.003648147,0.177445648,0.555607937,0.37528369,0.950800695,0.979424228,0.737286864,1
0.45911893,0.045695624,0.04693557,0.421351758,0.609257785,0.433327088,0.902112445,0.327906559,0.405213692,0.037456327,0.175003025,0.087814469,0.285494989,0.351325347,0.052564112,0.266221681,0.571894282,0.963323998,0.863174542,0.492307161,0.077845635,0.582413372,0.936317482,0.583994905,0.255059123,0.104896551,0.00286484,0.916133984,0.785095305,0.741430251,0.680218275,0.294475093,0.727649209,0.230032582,0.446215486,0.022870028,0.670495796,0.472039811,0.585855775,0.639857102,0.354341424,0
0.977717023,0.483391754,0.591143539,0.741487686,0.376328361,0.553909746,0.291723261,0.615233806,0.240840229,0.45609308,0.899080802,0.50589321,0.774564029,0.199494107,0.568251941,0.449466301,0.201389829,0.309997499,0.240839785,0.04122086,0.21792924,0.892981152,0.747958669,0.716048969,0.983615792,0.385754934,0.257331845,0.23009373,0.458605672,0.594514459,0.917682575,0.970711856,0.667062761,0.390202575,0.022499276,0.905320634,0.744030252,0.29426416,0.7392262,0.47756272,0.918120875,1
0.964219564,0.323209188,0.858425855,0.323343143,0.852463588,0.049654003,0.095217912,0.278973731,0.531400254,0.455051444,0.996596936,0.259649993,0.923535245,0.776937811,0.037428344,0.68375746,0.890329265,0.62415941,0.858214252,0.912955712,0.808675284,0.499078769,0.156321585,0.506130758,0.477485,0.119581367,0.180147107,0.811693741,0.208283523,0.95366612,0.876196653,0.123650492,0.044351324,0.696042365,0.903443438,0.457847479,0.104215034,0.847627066,0.827909594,0.050788426,0.33354855,1
0.638803428,0.779574907,0.813047832,0.173314194,0.482076088,0.235539366,0.109530334,0.283564431,0.256237808,0.527757854,0.372389572,0.162963907,0.712109238,0.828660586,0.816888405,0.060029078,0.761081503,0.83428198,0.48604973,0.109564238,0.916332941,0.387320321,0.945221299,0.425181456,0.067225291,0.32978158,0.221572337,0.924357034,0.941756902,0.034318233,0.311147158,0.396741425,0.818719197,0.732673623,0.948202971,0.783809019,0.313844508,0.231904299,0.018824414,0.568616508,0.205525539,0
0.232690518,0.936167371,0.350675213,0.344904753,0.69664886,0.464448613,0.262008405,0.726137277,0.549751085,0.226831459,0.263945252,0.330427421,0.214880379,0.064278292,0.399022512,0.543364383,0.624363897,0.521911911,0.587178849,0.82620488,0.915006811,0.231063508,0.14313642,0.645556939,0.357054297,0.352296827,0.037868308,0.506996023,0.064967209,0.435346597,0.303104847,0.907916103,0.408839706,0.025734645,0.649339222,0.439432663,0.561834864,0.392077803,0.388394149,0.559308879,0.85204101,0
0.425633151,0.215318598,0.601443486,0.508457391,0.569549869,0.334179755,0.387579184,0.605945892,0.594528655,0.840681845,0.845321895,0.623474025,0.295325121,0.842824972,0.956675368,0.430418958,0.855811697,0.41691619,0.349983241,0.980350931,0.394929076,0.403978465,0.252224207,0.513665019,0.671343203,0.062749317,0.845568772,0.788726228,0.885439722,0.303952715,0.384740422,0.285205519,0.008096524,0.248446934,0.80236975,0.657598876,0.096422166,0.021661735,0.231806634,0.459840985,0.4557398,0
0.712292691,0.943087845,0.592922258,0.655631541,0.308916738,0.653874514,0.054183676,0.831207696,0.840994376,0.805031239,0.548325125,0.118761616,0.182046257,0.396367505,0.927381813,0.051068698,0.23916154,0.121227533,0.134880529,0.521226027,0.043232346,0.856493444,0.402642726,0.810859663,0.549688356,0.956145907,0.228031196,0.036970698,0.976049733,0.872147253,0.213326251,0.655241829,0.524363341,0.416417715,0.106632163,0.100726642,0.188757054,0.294438759,0.546380257,0.063710034,0.561023793,0
0.725706651,0.6962418,0.315394791,0.942934801,0.313907382,0.166323135,0.436090834,0.798555626,0.78181428,0.688220385,0.405546499,0.857494336,0.452239284,0.06325506,0.596172309,0.691357927,0.086760597,0.193098603,0.637615696,0.342118322,0.668430108,0.942596861,0.085113605,0.466385305,0.632088971,0.632980872,0.92929901,0.550278216,0.204455021,0.801316537,0.589421286,0.476914808,0.671659191,0.99287384,0.843148436,0.594648624,0.831321241,0.248805556,0.503288285,0.680893171,0.533400432,1
0.921499445,0.365351659,0.778799477,0.2532931,0.096432689,0.651282944,0.899067116,0.201381213,0.577108588,0.257567009,0.437747611,0.027080227,0.491464741,0.310671827,0.917873626,0.058053034,0.487108661,0.24953736,0.721028979,0.199254749,0.674630246,0.927960695,0.73011679,0.33000088,0.121481997,0.178601703,0.23205767,0.420969925,0.354831526,0.817660169,0.088237804,0.003494169,1.02789E-05,0.62314003,0.940672103,0.895031765,0.27227579,0.13112011,0.213711092,0.254412602,0.688757972,0
0.331424509,0.124606091,0.734802559,0.864087378,0.227472509,0.720077205,0.445218359,0.330780637,0.413110613,0.707679605,0.107337309,0.557449498,0.745739252,0.49301486,0.069997241,0.039717008,0.769204893,0.457554271,0.644187766,0.157138686,0.130026562,0.895052023,0.052514054,0.554479942,0.285373338,0.776689269,0.613958295,0.546420001,0.826562151,0.323176392,0.489066412,0.642366608,0.86707688,0.835588296,0.348407562,0.756237354,0.976204505,0.196361961,0.765937366,0.545758664,0.113510769,0
0.369025398,0.883523322,0.908573453,0.007385916,0.018284671,0.696033552,0.893608575,0.390600074,0.36690618,0.109919521,0.447641843,0.235257686,0.537743374,0.187788346,0.255554046,0.363956691,0.257119858,0.103227756,0.209308145,0.030439678,0.178180296,0.265184495,0.333822198,0.427233341,0.596702957,0.795481928,0.513598371,0.550309031,0.668946316,0.595861956,0.411172037,0.436553474,0.703557093,0.065234777,0.795233574,0.189980678,0.217281884,0.84658224,0.020059662,0.418765543,0.448139867,0
0.952878277,0.385437676,0.681321571,0.900396001,0.325522959,0.184274493,0.737068886,0.399525368,0.012697259,0.398664752,0.683815626,0.199151708,0.413254709,0.008588859,0.387171431,0.226742929,0.978233301,0.081845992,0.01544974,0.081295611,0.926858049,0.74347706,0.503262481,0.195920544,0.134886962,0.259815559,0.524323649,0.337661535,0.146339644,0.439199647,0.667076309,0.432796274,0.405430307,0.049720721,0.700463172,0.442592938,0.376103805,0.225213452,0.392252336,0.147210692,0.555727947,0
0.384887723,0.548752054,0.590969974,0.470298835,0.006602347,0.75207044,0.584626218,0.740900037,0.632668002,0.537117461,0.670157182,0.258204247,0.340445781,0.528811624,0.517793417,0.690443803,0.411841941,0.587085136,0.281763311,0.521576301,0.20317236,0.750088941,0.828055866,0.555454276,0.183878566,0.598308007,0.503685078,0.086373652,0.226406052,0.218572864,0.815431117,0.761409677,0.579296627,0.190178138,0.216106716,0.058291313,0.346657294,0.107275529,0.562392725,0.012102681,0.857407509,0
0.534502217,0.999742829,0.102924211,0.556233971,0.850679357,0.372117255,0.527933157,0.264759637,0.166942499,0.246807954,0.832777357,0.46934734,0.882498329,0.338833688,0.860639623,0.288572973,0.580117629,0.149261125,0.927619751,0.434342748,0.593650391,0.261489599,0.382384337,0.842647802,0.096947397,0.710540211,0.791529194,0.655748925,0.926545187,0.988869656,0.67120342,0.015488853,0.447675901,0.864064193,0.846375709,0.851828288,0.745667163,0.769678401,0.585274885,0.657007538,0.002087235,1
0.302237287,0.467664779,0.092217333,0.433318524,0.522320995,0.618893998,0.771457147,0.21572861,0.050198612,0.196022578,0.67170678,0.290266457,0.325235947,0.562829165,0.298919009,0.243896047,0.682085999,0.416341219,0.057639098,0.933700647,0.461657271,0.138418152,0.488360858,0.046005718,0.086902316,0.715695625,0.727177209,0.414279129,0.675940413,0.195233939,0.601027683,0.553079084,0.660312418,0.310578523,0.499145776,0.859274193,0.70182258,0.675450663,0.50428309,0.705301118,0.658796663,0
0.184052202,0.351153841,0.68647981,0.92467845,0.410553812,0.482989191,0.112508317,0.944213244,0.428959981,0.272483826,0.08008475,0.036799441,0.368848787,0.997943083,0.574038731,0.981574947,0.815872151,0.64598002,0.147859892,0.327558052,0.420933455,0.108744528,0.253123592,0.566505679,0.182720155,0.940472087,0.576912834,0.976971999,0.636759116,0.728880141,0.182548932,0.311056421,0.258458392,0.631381901,0.067162094,0.30774221,0.781767914,0.47420007,0.965326968,0.308906479,0.953769307,0
0.267989469,0.052953278,0.233262299,0.719380269,0.908815761,0.785487196,0.876328788,0.419321663,0.254286565,0.753246302,0.257269792,0.765405802,0.023521361,0.752898628,0.909531504,0.562471201,0.975809292,0.150634369,0.7980802,0.09051849,0.677696019,0.221936776,0.461897882,0.355565196,0.222694157,0.753338284,0.47542811,0.115184517,0.307035797,0.80174349,0.069252472,0.130978591,0.393728569,0.374430776,0.6050796,0.126710597,0.347343353,0.803842967,0.733272193,0.264464981,0.43480664,0
0.022625053,0.779222135,0.088482552,0.131984045,0.577551983,0.089175877,0.311051166,0.62532926,0.275037182,0.59865078,0.220219462,0.871229391,0.840393032,0.905274787,0.409295307,0.177203402,0.529068086,0.044607778,0.463900856,0.498250621,0.368175662,0.230970017,0.360289233,0.219295223,0.069796229,0.133940987,0.916089549,0.026420304,0.518132264,0.674354012,0.354325745,0.724471009,0.334408721,0.569990413,0.125074193,0.149422567,0.983850101,0.277961188,0.232081683,0.796300057,0.297983034,0
0.913411054,0.735581276,0.839593431,0.475499282,0.950726606,0.649367889,0.239907627,0.684898043,0.34495754,0.903328712,0.23545668,0.243486173,0.668838624,0.901435181,0.989125787,0.510687364,0.422422941,0.673988814,0.830586421,0.088760809,0.099202492,0.726581087,0.863383173,0.454385657,0.949483138,0.462755473,0.921754255,0.608803407,0.749204445,0.299358616,0.475040989,0.677290833,0.880778735,0.969548292,0.137468047,0.541052614,0.758984033,0.052406506,0.80366002,0.983155205,0.343086545,1
0.37522284,0.241421213,0.129044062,0.448816098,0.271503036,0.396085689,0.289940069,0.397437561,0.818646014,0.224367174,0.323284038,0.955858279,0.958879975,0.759286621,0.780434149,0.672488364,0.540304988,0.274391896,0.657538563,0.645437821,0.857846546,0.832971546,0.780569152,0.340358276,0.810522616,0.624343099,0.267551877,0.285983871,0.967977354,0.103570479,0.518393606,0.390614316,0.424776826,0.563126816,0.163853558,0.357856432,0.820286569,0.765125985,0.309539753,0.186940179,0.753772098,1
0.251279364,0.268086177,0.419680797,0.994682779,0.51869545,0.531016508,0.946880975,0.197403497,0.986597637,0.458616527,0.471316191,0.44001127,0.582657661,0.982641358,0.422386011,0.927392434,0.893612607,0.562981776,0.230995046,0.615279545,0.709080244,0.682856734,0.75009123,0.446278446,0.550423308,0.141852705,0.54126041,0.892839043,0.405931896,0.861583913,0.788981209,0.732173603,0.575583533,0.660707881,0.340625551,0.383107269,0.816213557,0.74620677,0.413542551,0.464736219,0.616021444,1
0.781352769,0.238955091,0.363645835,0.556229639,0.896160853,0.157893562,0.997037391,0.839671972,0.308455969,0.477101509,0.405643554,0.490619831,0.060900593,0.24795337,0.112901524,0.090936468,0.663324875,0.41986706,0.634855537,0.830427347,0.683003764,0.254648993,0.711741935,0.650151449,0.157462543,0.577562867,0.267707336,0.93464992,0.691731234,0.305781414,0.10084253,0.734361563,0.744597278,0.94399515,0.811770578,0.351376183,0.130567461,0.497029055,0.177680373,0.306028503,0.714209737,0
0.1885676,0.477570441,0.359490935,0.187549449,0.035587257,0.507686617,0.393066641,0.14952098,0.843224074,0.751331653,0.050544033,0.42737644,0.691955405,0.88444692,0.783865923,0.271042758,0.713466491,0.989182384,0.157344221,0.124862274,0.23776497,0.558144546,0.499447357,0.065831179,0.916100744,0.319290242,0.209107671,0.930388003,0.857635299,0.303701017,0.158790175,0.006896697,0.028731098,0.919273658,0.982946581,0.707041641,0.422765316,0.075274814,0.079700605,0.855160495,0.857557229,0
0.308043508,0.241841712,0.028518907,0.708232658,0.79290552,0.57723042,0.176287291,0.282450415,0.080595456,0.703205813,0.492451096,0.292831383,0.685503087,0.911111557,0.181902835,0.143589906,0.074321728,0.09098986,0.316577282,0.42019561,0.453077106,0.67990963,0.514821498,0.049735917,0.140006105,0.328373226,0.197593163,0.141849044,0.511640581,0.432058472,0.780389258,0.617160288,0.843673049,0.25670438,0.257006219,0.87255409,0.331190012,0.978726175,0.420828299,0.195101239,0.028123767,0
0.318010631,0.14498531,0.062996831,0.662202854,0.389894896,0.556069081,0.444133611,0.465312981,0.515412071,0.684742262,0.553127942,0.856678814,0.257071163,0.070450687,0.187964251,0.706785087,0.777363585,0.391681596,0.490925383,0.612250802,0.574895938,0.343345176,0.916500482,0.000791723,0.350523683,0.664935812,0.511739363,0.461320081,0.896894362,0.388973877,0.801301841,0.192502355,0.204577371,0.521513602,0.176244011,0.722370268,0.177470516,0.469444026,0.785846199,0.294428499,0.628491534,0
0.505628313,0.979090462,0.39678008,0.112507998,0.473908561,0.092904428,0.468730939,0.274158554,0.573865168,0.375405406,0.813689367,0.171066703,0.109715962,0.576218753,0.418709108,0.070197478,0.532485627,0.985408743,0.778129783,0.741256937,0.401089926,0.171362399,0.130119628,0.085760457,0.904188648,0.112756391,0.409747315,0.834437131,0.479956067,0.799773618,0.172154186,0.655911667,0.657630717,0.465320911,0.014535905,0.980734046,0.842998933,0.631892221,0.362668108,0.006898794,0.42069623,0
